gene,Gname,Gnomon,Scaffold,Begin,End,Or,KOG_JGI
GENE:JGI_V11_55827,e_gw1.52.30.1,NCBI_GNO_614424,scaffold_52,836992,837417,-,KOG2197
GENE:JGI_V11_55871,e_gw1.52.109.1,NCBI_GNO_556424,scaffold_52,706562,707563,+,KOG3627
GENE:JGI_V11_55885,e_gw1.52.63.1,NCBI_GNO_328424,scaffold_52,59130,63744,-,KOG1037
GENE:JGI_V11_55959,e_gw1.53.248.1,NCBI_GNO_362433,scaffold_53,537705,538310,-,KOG3241
GENE:JGI_V11_5603,gw1.29.58.1,NCBI_GNO_24293,scaffold_29,38009,38650,+,KOG3335
GENE:JGI_V11_56035,e_gw1.53.225.1,NCBI_GNO_118433,scaffold_53,206170,209646,+,KOG3589
GENE:JGI_V11_56074,e_gw1.53.244.1,NCBI_GNO_162433,scaffold_53,273223,273856,-,KOG2501
GENE:JGI_V11_56112,e_gw1.53.247.1,NCBI_GNO_112434,scaffold_53,298439,299054,-,KOG0422
GENE:JGI_V11_56146,e_gw1.53.3.1,NCBI_GNO_224434,scaffold_53,814170,818274,-,KOG4598
GENE:JGI_V11_56189,e_gw1.53.216.1,NCBI_GNO_218434,scaffold_53,804269,805891,-,KOG1721
GENE:JGI_V11_56192,e_gw1.53.91.1,NCBI_GNO_74434,scaffold_53,80346,82953,+,KOG3544
GENE:JGI_V11_56216,e_gw1.54.106.1,NCBI_GNO_508434,scaffold_54,527013,532643,+,KOG2043
GENE:JGI_V11_56217,e_gw1.54.98.1,NCBI_GNO_430434,scaffold_54,418385,418669,-,KOG1075
GENE:JGI_V11_56251,e_gw1.54.109.1,NCBI_GNO_550434,scaffold_54,610282,614345,-,KOG2274
GENE:JGI_V11_56253,e_gw1.54.92.1,NCBI_GNO_518434,scaffold_54,547933,548661,+,KOG2062
GENE:JGI_V11_56269,e_gw1.54.27.1,NCBI_GNO_600434,scaffold_54,758578,759540,-,KOG3582
GENE:JGI_V11_56271,e_gw1.54.124.1,NCBI_GNO_600434,scaffold_54,761513,762106,-,KOG3582
GENE:JGI_V11_56281,e_gw1.54.75.1,NCBI_GNO_408434,scaffold_54,373355,375037,-,0
GENE:JGI_V11_56287,e_gw1.54.95.1,0,scaffold_54,102489,103087,+,KOG4276
GENE:JGI_V11_56293,e_gw1.54.131.1,NCBI_GNO_420434,scaffold_54,401861,402299,+,KOG1587
GENE:JGI_V11_56298,e_gw1.54.99.1,NCBI_GNO_410434,scaffold_54,375890,376285,-,KOG1987
GENE:JGI_V11_56315,e_gw1.55.40.1,NCBI_GNO_200444,scaffold_55,643969,658033,-,KOG3512
GENE:JGI_V11_56317,e_gw1.55.77.1,NCBI_GNO_178444,scaffold_55,527868,528700,+,KOG1947
GENE:JGI_V11_56335,e_gw1.55.72.1,NCBI_GNO_100443,scaffold_55,380010,381301,+,KOG3029
GENE:JGI_V11_56378,e_gw1.55.121.1,NCBI_GNO_138443,scaffold_55,518863,519336,+,KOG2123
GENE:JGI_V11_56406,e_gw1.56.16.1,NCBI_GNO_378444,scaffold_56,620002,624121,-,KOG0395
GENE:JGI_V11_56427,e_gw1.56.3.1,NCBI_GNO_288444,scaffold_56,182033,192527,+,KOG1329
GENE:JGI_V11_56446,e_gw1.56.75.1,NCBI_GNO_284444,scaffold_56,162987,163655,-,KOG1721
GENE:JGI_V11_56449,e_gw1.56.59.1,NCBI_GNO_250443,scaffold_56,453060,454722,+,KOG2392
GENE:JGI_V11_56522,e_gw1.57.81.1,NCBI_GNO_202454,scaffold_57,543873,544082,-,0
GENE:JGI_V11_56547,e_gw1.57.70.1,NCBI_GNO_168454,scaffold_57,415280,416377,-,KOG3627
GENE:JGI_V11_56564,e_gw1.57.58.1,NCBI_GNO_126454,scaffold_57,301928,302167,+,0
GENE:JGI_V11_56587,e_gw1.58.143.1,NCBI_GNO_372453,scaffold_58,667332,667834,-,KOG1705
GENE:JGI_V11_56607,e_gw1.58.29.1,NCBI_GNO_448454,scaffold_58,682599,686510,+,KOG3627
GENE:JGI_V11_56646,e_gw1.58.35.1,NCBI_GNO_364454,scaffold_58,348724,349155,-,KOG0808
GENE:JGI_V11_56647,e_gw1.58.27.1,NCBI_GNO_374454,scaffold_58,357740,358736,-,0
GENE:JGI_V11_56655,e_gw1.58.30.1,NCBI_GNO_402454,scaffold_58,439604,440582,+,KOG2164
GENE:JGI_V11_56664,e_gw1.58.70.1,NCBI_GNO_436454,scaffold_58,626438,643078,+,KOG3656
GENE:JGI_V11_56705,e_gw1.58.182.1,NCBI_GNO_444454,scaffold_58,679350,680463,-,KOG3627
GENE:JGI_V11_56709,e_gw1.58.121.1,NCBI_GNO_146453,scaffold_58,78114,79238,-,KOG0789
GENE:JGI_V11_56716,e_gw1.58.36.1,NCBI_GNO_426454,scaffold_58,488461,488944,-,KOG3226
GENE:JGI_V11_56718,e_gw1.58.161.1,NCBI_GNO_462454,scaffold_58,695132,696779,+,KOG0946
GENE:JGI_V11_56719,e_gw1.58.92.1,NCBI_GNO_306454,scaffold_58,194635,195825,+,0
GENE:JGI_V11_56737,e_gw1.58.55.1,NCBI_GNO_478454,scaffold_58,717261,723956,-,KOG2301
GENE:JGI_V11_56750,e_gw1.59.2.1,NCBI_GNO_146464,scaffold_59,609743,627888,+,KOG3510
GENE:JGI_V11_56759,e_gw1.59.17.1,NCBI_GNO_108464,scaffold_59,355435,355815,-,KOG3573
GENE:JGI_V11_5678,gw1.138.15.1,NCBI_GNO_170763,scaffold_138,308039,308856,-,KOG4018
GENE:JGI_V11_56803,e_gw1.59.15.1,NCBI_GNO_158464,scaffold_59,685045,685659,-,KOG2287
GENE:JGI_V11_56817,e_gw1.59.47.1,NCBI_GNO_172463,scaffold_59,365046,367575,-,KOG2614
GENE:JGI_V11_56831,e_gw1.59.42.1,NCBI_GNO_138464,scaffold_59,504617,506740,-,KOG3607
GENE:JGI_V11_56866,e_gw1.60.78.1,NCBI_GNO_388464,scaffold_60,573185,576166,+,KOG2042
GENE:JGI_V11_56898,e_gw1.60.89.1,NCBI_GNO_370464,scaffold_60,525444,528099,-,KOG3770
GENE:JGI_V11_56912,e_gw1.60.103.1,NCBI_GNO_392464,scaffold_60,581019,583028,+,KOG4227
GENE:JGI_V11_56940,e_gw1.60.122.1,NCBI_GNO_354464,scaffold_60,481060,484456,-,KOG3539
GENE:JGI_V11_56955,e_gw1.60.66.1,NCBI_GNO_338464,scaffold_60,362488,377440,-,KOG4222
GENE:JGI_V11_56978,e_gw1.60.120.1,NCBI_GNO_640463,scaffold_60,697349,698724,-,KOG3720
GENE:JGI_V11_56983,e_gw1.60.69.1,NCBI_GNO_330464,scaffold_60,313673,327673,-,KOG4222
GENE:JGI_V11_57055,e_gw1.61.119.1,NCBI_GNO_462473,scaffold_61,671384,674078,-,KOG0463
GENE:JGI_V11_57088,e_gw1.61.84.1,NCBI_GNO_190474,scaffold_61,441221,441637,+,0
GENE:JGI_V11_57148,e_gw1.61.4.1,NCBI_GNO_104474,scaffold_61,87604,93322,-,KOG3689
GENE:JGI_V11_57149,e_gw1.61.168.1,NCBI_GNO_298473,scaffold_61,461955,463312,-,KOG1380
GENE:JGI_V11_57163,e_gw1.61.93.1,NCBI_GNO_222474,scaffold_61,519383,523553,+,KOG1802
GENE:JGI_V11_57167,e_gw1.61.85.1,NCBI_GNO_186474,scaffold_61,431422,431884,-,KOG3544
GENE:JGI_V11_57172,e_gw1.61.24.1,NCBI_GNO_420473,scaffold_61,603133,604832,+,KOG2775
GENE:JGI_V11_57218,e_gw1.61.129.1,NCBI_GNO_184474,scaffold_61,408639,411102,-,KOG3575
GENE:JGI_V11_57230,e_gw1.61.132.1,NCBI_GNO_364473,scaffold_61,524890,527069,-,KOG3786
GENE:JGI_V11_57241,e_gw1.61.172.1,NCBI_GNO_302474,scaffold_61,747717,748854,-,KOG0247
GENE:JGI_V11_57262,e_gw1.62.206.1,NCBI_GNO_642473,scaffold_62,292413,292772,+,KOG1911
GENE:JGI_V11_57290,e_gw1.62.155.1,NCBI_GNO_528474,scaffold_62,717497,718331,+,KOG1829
GENE:JGI_V11_57291,e_gw1.62.110.1,NCBI_GNO_356474,scaffold_62,60160,63197,+,KOG4287
GENE:JGI_V11_57300,e_gw1.62.79.1,NCBI_GNO_402474,scaffold_62,274671,278628,-,KOG1525
GENE:JGI_V11_57303,e_gw1.62.18.1,NCBI_GNO_490474,scaffold_62,595798,598349,-,KOG3735
GENE:JGI_V11_57322,e_gw1.62.121.1,NCBI_GNO_378474,scaffold_62,158936,167925,-,KOG3656
GENE:JGI_V11_57329,e_gw1.62.37.1,NCBI_GNO_404474,scaffold_62,279998,281099,+,0
GENE:JGI_V11_57330,e_gw1.62.29.1,NCBI_GNO_462474,scaffold_62,495131,496562,+,KOG3561
GENE:JGI_V11_57337,e_gw1.62.129.1,NCBI_GNO_372474,scaffold_62,111342,112237,-,0
GENE:JGI_V11_57343,e_gw1.62.24.1,NCBI_GNO_458474,scaffold_62,460444,464096,+,KOG3510
GENE:JGI_V11_57380,e_gw1.62.119.1,NCBI_GNO_506474,scaffold_62,631280,633079,-,0
GENE:JGI_V11_5739,gw1.11.96.1,NCBI_GNO_490114,scaffold_11,1728823,1729720,-,KOG3138
GENE:JGI_V11_57408,e_gw1.62.101.1,NCBI_GNO_438474,scaffold_62,390717,393030,-,KOG2410
GENE:JGI_V11_57423,e_gw1.62.117.1,NCBI_GNO_502474,scaffold_62,622938,624659,-,0
GENE:JGI_V11_57425,e_gw1.62.109.1,NCBI_GNO_438474,scaffold_62,384748,387341,-,KOG2410
GENE:JGI_V11_57431,e_gw1.63.118.1,NCBI_GNO_88484,scaffold_63,114936,116704,-,KOG2204
GENE:JGI_V11_57492,e_gw1.63.143.1,NCBI_GNO_192484,scaffold_63,538450,539170,+,KOG4304
GENE:JGI_V11_57515,e_gw1.63.48.1,NCBI_GNO_24483,scaffold_63,86455,87035,+,KOG4632
GENE:JGI_V11_57539,e_gw1.63.59.1,0,scaffold_63,280819,281265,-,KOG3900
GENE:JGI_V11_57557,e_gw1.63.192.1,0,scaffold_63,170153,170338,-,KOG0843
GENE:JGI_V11_57560,e_gw1.63.25.1,NCBI_GNO_174484,scaffold_63,426779,428072,-,KOG0508
GENE:JGI_V11_5758,gw1.111.27.1,NCBI_GNO_64684,scaffold_111,210397,214436,+,KOG3510
GENE:JGI_V11_57606,e_gw1.64.87.1,0,scaffold_64,194093,194257,+,KOG3104
GENE:JGI_V11_57633,e_gw1.64.81.1,NCBI_GNO_292484,scaffold_64,86166,86321,+,0
GENE:JGI_V11_57634,e_gw1.64.29.1,NCBI_GNO_378484,scaffold_64,443954,445015,-,KOG1075
GENE:JGI_V11_57647,e_gw1.64.16.1,NCBI_GNO_448484,scaffold_64,579258,580418,-,KOG3627
GENE:JGI_V11_57657,e_gw1.64.64.1,NCBI_GNO_292484,scaffold_64,85494,86078,+,0
GENE:JGI_V11_57683,e_gw1.65.140.1,NCBI_GNO_108494,scaffold_65,253752,254789,-,KOG1327
GENE:JGI_V11_57697,e_gw1.65.74.1,NCBI_GNO_86494,scaffold_65,199011,200530,+,KOG3519
GENE:JGI_V11_57727,e_gw1.65.135.1,NCBI_GNO_146494,scaffold_65,398050,399952,+,KOG1386
GENE:JGI_V11_57749,e_gw1.65.89.1,NCBI_GNO_92494,scaffold_65,214075,215310,+,KOG3627
GENE:JGI_V11_57769,e_gw1.65.101.1,NCBI_GNO_190493,scaffold_65,530561,532169,+,KOG2304
GENE:JGI_V11_57798,e_gw1.65.59.1,NCBI_GNO_154494,scaffold_65,416277,423138,-,KOG0200
GENE:JGI_V11_57846,e_gw1.66.64.1,NCBI_GNO_386494,scaffold_66,471634,472661,+,KOG3627
GENE:JGI_V11_57855,e_gw1.66.76.1,NCBI_GNO_460494,scaffold_66,764746,765981,-,KOG4193
GENE:JGI_V11_57889,e_gw1.66.110.1,NCBI_GNO_240494,scaffold_66,998,1330,+,KOG3659
GENE:JGI_V11_57900,e_gw1.66.122.1,NCBI_GNO_412494,scaffold_66,658209,659209,-,KOG1454
GENE:JGI_V11_57907,e_gw1.66.46.1,NCBI_GNO_312494,scaffold_66,227844,232287,+,KOG0959
GENE:JGI_V11_57916,e_gw1.66.58.1,NCBI_GNO_310494,scaffold_66,225468,226926,-,KOG2647
GENE:JGI_V11_57919,e_gw1.67.40.1,NCBI_GNO_278504,scaffold_67,591594,595255,-,KOG3565
GENE:JGI_V11_57929,e_gw1.67.36.1,NCBI_GNO_134504,scaffold_67,257698,260730,+,KOG1856
GENE:JGI_V11_57940,e_gw1.67.101.1,NCBI_GNO_32504,scaffold_67,13550,14224,+,KOG4177
GENE:JGI_V11_57941,e_gw1.67.4.1,NCBI_GNO_184503,scaffold_67,584077,588514,-,KOG3716
GENE:JGI_V11_57945,e_gw1.67.27.1,NCBI_GNO_104504,scaffold_67,176988,180567,-,KOG1856
GENE:JGI_V11_57954,e_gw1.67.83.1,NCBI_GNO_332504,scaffold_67,702829,703541,+,KOG4678
GENE:JGI_V11_57970,e_gw1.67.46.1,NCBI_GNO_258504,scaffold_67,535133,536584,+,KOG2211
GENE:JGI_V11_57983,e_gw1.67.17.1,NCBI_GNO_280504,scaffold_67,596335,597103,-,KOG2301
GENE:JGI_V11_58052,e_gw1.69.78.1,NCBI_GNO_24514,scaffold_69,29636,30025,+,KOG0778
GENE:JGI_V11_58066,e_gw1.69.49.1,NCBI_GNO_160514,scaffold_69,590980,592257,+,KOG1337
GENE:JGI_V11_58089,e_gw1.69.88.1,0,scaffold_69,613181,613420,-,0
GENE:JGI_V11_5812,gw1.19.102.1,NCBI_GNO_306194,scaffold_19,1151053,1151430,-,KOG0964
GENE:JGI_V11_58148,e_gw1.70.136.1,NCBI_GNO_400513,scaffold_70,499764,502470,+,KOG1269
GENE:JGI_V11_58155,e_gw1.70.2.1,0,scaffold_70,340136,342008,+,KOG2284
GENE:JGI_V11_58158,e_gw1.70.16.1,NCBI_GNO_264513,scaffold_70,38306,39075,-,KOG3864
GENE:JGI_V11_58159,e_gw1.70.131.1,NCBI_GNO_250514,scaffold_70,73433,73740,+,KOG2503
GENE:JGI_V11_58162,e_gw1.70.107.1,NCBI_GNO_260514,scaffold_70,103578,103880,+,KOG0200
GENE:JGI_V11_58164,e_gw1.70.72.1,NCBI_GNO_268513,scaffold_70,39580,42368,+,KOG1135
GENE:JGI_V11_58171,e_gw1.70.147.1,NCBI_GNO_502514,scaffold_70,691708,692420,-,KOG0200
GENE:JGI_V11_58195,e_gw1.70.158.1,NCBI_GNO_314514,scaffold_70,204943,205401,+,KOG1027
GENE:JGI_V11_58229,e_gw1.70.111.1,0,scaffold_70,660798,661108,+,KOG0200
GENE:JGI_V11_58250,e_gw1.71.30.1,NCBI_GNO_84524,scaffold_71,420187,420521,-,KOG1221
GENE:JGI_V11_58263,e_gw1.71.25.1,NCBI_GNO_164524,scaffold_71,611204,611707,+,KOG1181
GENE:JGI_V11_58267,e_gw1.71.44.1,NCBI_GNO_78524,scaffold_71,398328,398755,-,KOG0792
GENE:JGI_V11_58280,e_gw1.72.66.1,NCBI_GNO_396523,scaffold_72,589325,589602,-,KOG3489
GENE:JGI_V11_58283,e_gw1.72.100.1,NCBI_GNO_318524,scaffold_72,244180,245176,+,KOG2619
GENE:JGI_V11_58288,e_gw1.72.5.1,NCBI_GNO_422524,scaffold_72,472146,473943,-,KOG0200
GENE:JGI_V11_58294,e_gw1.72.98.1,NCBI_GNO_378523,scaffold_72,494299,495820,-,KOG1463
GENE:JGI_V11_58299,e_gw1.72.116.1,NCBI_GNO_302524,scaffold_72,221080,222066,-,KOG2619
GENE:JGI_V11_58313,e_gw1.72.24.1,NCBI_GNO_424524,scaffold_72,472146,483348,-,KOG0200
GENE:JGI_V11_58316,e_gw1.72.16.1,NCBI_GNO_314524,scaffold_72,239493,240638,+,KOG2619
GENE:JGI_V11_58342,e_gw1.72.35.1,NCBI_GNO_272524,scaffold_72,174919,178960,-,KOG1565
GENE:JGI_V11_58353,e_gw1.72.22.1,NCBI_GNO_336524,scaffold_72,285059,286857,+,KOG0200
GENE:JGI_V11_58354,e_gw1.72.101.1,NCBI_GNO_298524,scaffold_72,216595,217752,-,KOG2619
GENE:JGI_V11_58384,e_gw1.72.104.1,NCBI_GNO_330524,scaffold_72,270768,271777,-,0
GENE:JGI_V11_58385,e_gw1.72.25.1,NCBI_GNO_332524,scaffold_72,278563,280386,+,KOG0200
GENE:JGI_V11_58408,e_gw1.72.168.1,NCBI_GNO_210524,scaffold_72,21844,27199,-,KOG1987
GENE:JGI_V11_58422,e_gw1.72.147.1,NCBI_GNO_284524,scaffold_72,195642,196690,-,KOG1101
GENE:JGI_V11_58437,e_gw1.72.10.1,NCBI_GNO_316524,scaffold_72,241005,242003,-,KOG2619
GENE:JGI_V11_5846,gw1.5.91.1,NCBI_GNO_586054,scaffold_5,1773426,1777256,+,KOG3528
GENE:JGI_V11_58486,e_gw1.73.48.1,NCBI_GNO_70534,scaffold_73,177668,178642,-,0
GENE:JGI_V11_58492,e_gw1.73.15.1,NCBI_GNO_108534,scaffold_73,297887,298147,-,KOG0778
GENE:JGI_V11_58540,e_gw1.74.6.1,NCBI_GNO_226534,scaffold_74,64490,72431,+,KOG0382
GENE:JGI_V11_58603,e_gw1.74.3.1,NCBI_GNO_272534,scaffold_74,404527,410865,+,KOG2088
GENE:JGI_V11_58606,e_gw1.74.78.1,NCBI_GNO_224534,scaffold_74,32366,35020,-,KOG0849
GENE:JGI_V11_58616,e_gw1.74.73.1,NCBI_GNO_224534,scaffold_74,35953,37040,-,KOG0849
GENE:JGI_V11_58618,e_gw1.74.20.1,NCBI_GNO_282534,scaffold_74,424845,426114,+,KOG3656
GENE:JGI_V11_58624,e_gw1.74.85.1,NCBI_GNO_288534,scaffold_74,471874,473514,-,KOG1026
GENE:JGI_V11_58639,e_gw1.75.132.1,NCBI_GNO_124544,scaffold_75,291368,292111,-,KOG0839
GENE:JGI_V11_58641,e_gw1.75.169.1,NCBI_GNO_152544,scaffold_75,354468,355308,-,KOG0393
GENE:JGI_V11_58666,e_gw1.75.143.1,0,scaffold_75,465098,472363,+,KOG3656
GENE:JGI_V11_58669,e_gw1.75.94.1,NCBI_GNO_196544,scaffold_75,522897,524273,-,KOG0583
GENE:JGI_V11_58697,e_gw1.75.97.1,NCBI_GNO_50544,scaffold_75,7557,9577,-,KOG0565
GENE:JGI_V11_58725,e_gw1.75.55.1,NCBI_GNO_134544,scaffold_75,320486,320903,-,KOG3900
GENE:JGI_V11_58732,e_gw1.75.95.1,NCBI_GNO_202544,scaffold_75,537505,538847,+,KOG3608
GENE:JGI_V11_58734,e_gw1.75.87.1,NCBI_GNO_92544,scaffold_75,170140,172172,+,KOG1330
GENE:JGI_V11_58766,e_gw1.75.179.1,NCBI_GNO_54543,scaffold_75,155651,156196,-,KOG3577
GENE:JGI_V11_58801,e_gw1.76.14.1,NCBI_GNO_342544,scaffold_76,260711,263426,-,KOG0496
GENE:JGI_V11_58816,e_gw1.76.41.1,0,scaffold_76,251472,253076,-,KOG3510
GENE:JGI_V11_58831,e_gw1.76.160.1,NCBI_GNO_364543,scaffold_76,72560,73261,-,KOG3110
GENE:JGI_V11_58854,e_gw1.76.84.1,NCBI_GNO_364544,scaffold_76,439923,449179,-,KOG3645
GENE:JGI_V11_58889,e_gw1.76.90.1,NCBI_GNO_298544,scaffold_76,44178,51301,-,KOG3644
GENE:JGI_V11_58917,e_gw1.76.32.1,NCBI_GNO_472543,scaffold_76,229646,231288,+,KOG1391
GENE:JGI_V11_58922,e_gw1.76.111.1,NCBI_GNO_370544,scaffold_76,463654,464893,+,KOG4370
GENE:JGI_V11_58959,e_gw1.77.78.1,NCBI_GNO_174554,scaffold_77,563626,566263,+,KOG2624
GENE:JGI_V11_58975,e_gw1.77.12.1,NCBI_GNO_78554,scaffold_77,131504,132994,-,KOG3544
GENE:JGI_V11_58979,e_gw1.77.97.1,NCBI_GNO_58554,scaffold_77,92610,94035,+,KOG0834
GENE:JGI_V11_58991,e_gw1.77.31.1,NCBI_GNO_376553,scaffold_77,532545,533560,-,KOG4002
GENE:JGI_V11_5900,gw1.30.45.1,NCBI_GNO_252304,scaffold_30,827891,828352,+,KOG0401
GENE:JGI_V11_59013,e_gw1.77.42.1,NCBI_GNO_78554,scaffold_77,128666,130276,-,KOG3544
GENE:JGI_V11_59022,e_gw1.77.82.1,NCBI_GNO_152554,scaffold_77,440900,443299,-,KOG3558
GENE:JGI_V11_59045,e_gw1.77.85.1,NCBI_GNO_116554,scaffold_77,357729,358962,+,KOG0409
GENE:JGI_V11_59051,e_gw1.77.101.1,NCBI_GNO_78554,scaffold_77,127729,128613,-,KOG3544
GENE:JGI_V11_59053,e_gw1.77.138.1,NCBI_GNO_154553,scaffold_77,244253,244943,+,KOG2693
GENE:JGI_V11_59059,e_gw1.77.56.1,0,scaffold_77,150636,167895,-,KOG3515
GENE:JGI_V11_59069,e_gw1.77.112.1,NCBI_GNO_48554,scaffold_77,63400,63714,-,KOG1783
GENE:JGI_V11_5907,gw1.5.92.1,NCBI_GNO_558054,scaffold_5,1654105,1654350,+,KOG1721
GENE:JGI_V11_59074,e_gw1.77.19.1,NCBI_GNO_120554,scaffold_77,370400,372109,+,KOG3810
GENE:JGI_V11_59078,e_gw1.77.152.1,NCBI_GNO_124554,scaffold_77,378883,379092,-,KOG1054
GENE:JGI_V11_59083,e_gw1.77.22.1,NCBI_GNO_110554,scaffold_77,342050,343323,+,KOG1381
GENE:JGI_V11_59091,e_gw1.77.99.1,NCBI_GNO_278553,scaffold_77,375399,376433,-,KOG3721
GENE:JGI_V11_59111,e_gw1.78.24.1,NCBI_GNO_266554,scaffold_78,183129,183903,-,KOG4441
GENE:JGI_V11_59120,e_gw1.78.80.1,NCBI_GNO_276554,scaffold_78,217581,218706,+,KOG0534
GENE:JGI_V11_59155,e_gw1.78.79.1,NCBI_GNO_250554,scaffold_78,53006,75989,-,KOG4246
GENE:JGI_V11_59164,e_gw1.78.38.1,NCBI_GNO_278554,scaffold_78,233979,242044,+,KOG3913
GENE:JGI_V11_59168,e_gw1.78.66.1,NCBI_GNO_366554,scaffold_78,413122,413954,+,0
GENE:JGI_V11_59192,e_gw1.79.109.1,NCBI_GNO_142564,scaffold_79,319464,319676,-,0
GENE:JGI_V11_59193,e_gw1.79.76.1,NCBI_GNO_184564,scaffold_79,435909,436985,-,KOG3876
GENE:JGI_V11_59219,e_gw1.79.123.1,NCBI_GNO_162564,scaffold_79,377047,379551,-,KOG1947
GENE:JGI_V11_59252,e_gw1.79.64.1,NCBI_GNO_224564,scaffold_79,539920,541320,+,KOG0254
GENE:JGI_V11_59273,e_gw1.79.83.1,NCBI_GNO_124564,scaffold_79,276868,277119,-,KOG0661
GENE:JGI_V11_59294,e_gw1.79.78.1,NCBI_GNO_226564,scaffold_79,547989,553970,-,KOG4309
GENE:JGI_V11_59298,e_gw1.79.130.1,NCBI_GNO_190564,scaffold_79,445216,445897,-,KOG4134
GENE:JGI_V11_59321,e_gw1.80.147.1,NCBI_GNO_316563,scaffold_80,65883,66373,+,KOG4057
GENE:JGI_V11_59343,e_gw1.80.64.1,NCBI_GNO_330564,scaffold_80,238319,243762,+,KOG0211
GENE:JGI_V11_59354,e_gw1.80.31.1,NCBI_GNO_338564,scaffold_80,355997,360353,+,KOG3586
GENE:JGI_V11_59365,e_gw1.80.35.1,NCBI_GNO_284564,scaffold_80,11097,14298,+,KOG1388
GENE:JGI_V11_59366,e_gw1.80.27.1,NCBI_GNO_336564,scaffold_80,330687,333329,-,KOG3586
GENE:JGI_V11_59367,e_gw1.80.71.1,NCBI_GNO_476563,scaffold_80,261395,273866,-,KOG0082
GENE:JGI_V11_59376,e_gw1.80.47.1,0,scaffold_80,144074,144376,+,0
GENE:JGI_V11_59378,e_gw1.80.83.1,NCBI_GNO_332564,scaffold_80,247434,249311,-,KOG4215
GENE:JGI_V11_59407,e_gw1.80.108.1,NCBI_GNO_362564,scaffold_80,410878,412677,-,KOG0499
GENE:JGI_V11_59427,e_gw1.80.25.1,NCBI_GNO_282564,scaffold_80,9539,10348,-,KOG1840
GENE:JGI_V11_59440,e_gw1.80.81.1,NCBI_GNO_422563,scaffold_80,202391,204933,-,KOG4403
GENE:JGI_V11_59449,e_gw1.81.31.1,NCBI_GNO_40574,scaffold_81,104404,105848,-,KOG2133
GENE:JGI_V11_59454,e_gw1.81.33.1,NCBI_GNO_104574,scaffold_81,282793,283503,-,0
GENE:JGI_V11_59456,e_gw1.81.51.1,NCBI_GNO_74574,scaffold_81,207132,207445,+,KOG4655
GENE:JGI_V11_59461,e_gw1.81.27.1,NCBI_GNO_166574,scaffold_81,431624,433081,-,KOG3689
GENE:JGI_V11_59467,e_gw1.81.29.1,NCBI_GNO_94573,scaffold_81,445876,447603,+,KOG3944
GENE:JGI_V11_59478,e_gw1.81.14.1,NCBI_GNO_176574,scaffold_81,474975,475280,+,KOG0845
GENE:JGI_V11_59524,e_gw1.82.21.1,NCBI_GNO_212573,scaffold_82,529858,531255,-,KOG2829
GENE:JGI_V11_59545,e_gw1.83.150.1,NCBI_GNO_64584,scaffold_83,38485,39438,-,KOG2723
GENE:JGI_V11_59567,e_gw1.83.158.1,0,scaffold_83,563503,564016,-,0
GENE:JGI_V11_5957,gw1.46.46.1,NCBI_GNO_452394,scaffold_46,263596,264057,-,KOG0401
GENE:JGI_V11_59577,e_gw1.83.20.1,0,scaffold_83,500841,508888,+,KOG3644
GENE:JGI_V11_59583,e_gw1.83.49.1,NCBI_GNO_134584,scaffold_83,282481,283281,-,KOG4790
GENE:JGI_V11_5959,gw1.25.85.1,0,scaffold_25,823728,827443,+,KOG4087
GENE:JGI_V11_59592,e_gw1.83.52.1,NCBI_GNO_4583,scaffold_83,18261,18952,-,0
GENE:JGI_V11_59619,e_gw1.83.111.1,NCBI_GNO_196584,scaffold_83,634552,639020,-,KOG2504
GENE:JGI_V11_5962,gw1.35.28.1,0,scaffold_35,541510,543179,-,0
GENE:JGI_V11_59672,e_gw1.83.138.1,NCBI_GNO_150584,scaffold_83,304794,306119,-,KOG2989
GENE:JGI_V11_5968,gw1.13.110.1,NCBI_GNO_682134,scaffold_13,1820313,1821071,-,KOG0504
GENE:JGI_V11_59685,e_gw1.83.133.1,NCBI_GNO_54584,scaffold_83,1606,3225,-,KOG4686
GENE:JGI_V11_59706,e_gw1.83.149.1,NCBI_GNO_72583,scaffold_83,113733,114878,-,KOG0105
GENE:JGI_V11_59731,e_gw1.83.43.1,NCBI_GNO_114584,scaffold_83,227480,230314,+,KOG0440
GENE:JGI_V11_59739,e_gw1.83.19.1,NCBI_GNO_186584,scaffold_83,587682,589762,-,KOG0254
GENE:JGI_V11_59746,e_gw1.83.75.1,NCBI_GNO_162584,scaffold_83,445153,459351,+,KOG1809
GENE:JGI_V11_59752,e_gw1.83.163.1,NCBI_GNO_154584,scaffold_83,423250,424289,-,KOG2739
GENE:JGI_V11_59776,e_gw1.84.35.1,0,scaffold_84,524137,525192,+,KOG4177
GENE:JGI_V11_59833,e_gw1.85.51.1,NCBI_GNO_160594,scaffold_85,523552,524111,+,KOG2248
GENE:JGI_V11_59834,e_gw1.85.25.1,NCBI_GNO_108594,scaffold_85,343740,345818,+,KOG2650
GENE:JGI_V11_59836,e_gw1.85.43.1,NCBI_GNO_16593,scaffold_85,93408,94688,+,KOG3627
GENE:JGI_V11_59842,e_gw1.85.45.1,NCBI_GNO_112594,scaffold_85,361486,362310,-,KOG0619
GENE:JGI_V11_59845,e_gw1.85.10.1,NCBI_GNO_50594,scaffold_85,101701,102398,+,KOG0996
GENE:JGI_V11_59850,e_gw1.86.80.1,NCBI_GNO_232594,scaffold_86,123965,124711,+,KOG1721
