kog_sub_cat	kog_id	kog_id_desc
L	KOG3548	DNAdamagecheckpointproteinRHP9/CRB2/53BP1
W	KOG3549	Syntrophins(typegamma)
W	KOG3550	ReceptortargetingproteinLin-7
W	KOG3551	Syntrophins(typebeta)
R	KOG3552	FERMdomainproteinFRM-8
M	KOG3553	TaxinteractionproteinTIP1
B	KOG3554	HistonedeacetylasecomplexMTA1component
R	KOG3555	Ca2+-bindingproteoglycanTestican
R	KOG3556	Familialcylindromatosisprotein
T	KOG3557	Epidermalgrowthfactorreceptorkinasesubstrate
TK	KOG3558	Hypoxia-induciblefactor1/NeuronalPASdomainproteinNPAS1
K	KOG3559	TranscriptionalregulatorSIM1
K	KOG3560	Aryl-hydrocarbonreceptor
K	KOG3561	Aryl-hydrocarbonreceptornucleartranslocator
K	KOG3562	Forkhead/HNF-3-relatedtranscriptionfactor
K	KOG3563	Forkhead/HNF-3-relatedtranscriptionfactor
R	KOG3564	GTPase-activatingprotein
Z	KOG3565	Cdc42-interactingproteinCIP4
O	KOG3566	GlycosylphosphatidylinositolanchorattachmentproteinGAA1
O	KOG3567	Peptidylglycinealpha-amidatingmonooxygenase
E	KOG3568	Dopaminebeta-monooxygenase
T	KOG3569	RASsignalinginhibitorST5
T	KOG3570	MAPK-activatingproteinDENN
R	KOG3571	Dishevelled3andrelatedproteins
T	KOG3572	UncharacterizedconservedproteincontainsDEPdomain
D	KOG3573	Caspaseapoptoticcysteineprotease
P	KOG3574	Acetyl-CoAtransporter
T	KOG3575	FOG:Hormonereceptors
K	KOG3576	Ovoandrelatedtranscriptionfactors
T	KOG3577	SmoothenedandrelatedG-protein-coupledreceptors
S	KOG3578	Uncharacterizedconservedprotein
O	KOG3579	PredictedE3ubiquitinligase
T	KOG3580	Tightjunctionproteins
C	KOG3581	Creatinekinases
K	KOG3582	Mlxinteractorsandrelatedtranscriptionfactors
S	KOG3583	Uncharacterizedconservedprotein
K	KOG3584	cAMPresponseelementbindingproteinandrelatedtranscriptionfactors
K	KOG3585	TBX2andrelatedT-boxtranscriptionfactors
K	KOG3586	TBX1andrelatedT-boxtranscriptionfactors
W	KOG3587	Galectingalactose-bindinglectin
G	KOG3588	Chondroitinsynthase1
T	KOG3589	Gproteinsignalingregulators
T	KOG3590	ProteinkinaseAanchoringprotein
O	KOG3591	Alphacrystallins
Z	KOG3592	Microtubule-associatedproteins
T	KOG3593	Predictedreceptor-likeserine/threoninekinase
S	KOG3594	FOG:Cadherinrepeats
Z	KOG3595	Dyneinsheavychain
S	KOG3596	Uncharacterizedconservedprotein
R	KOG3597	Proteoglycan
K	KOG3598	Thyroidhormonereceptor-associatedproteincomplexsubunitTRAP230
PT	KOG3599	Ca2+-modulatednonselectivecationchannelpolycystin
K	KOG3600	Thyroidhormonereceptor-associatedproteincomplexsubunitTRAP240
T	KOG3601	AdaptorproteinGRB2containsSH2andSH3domains
R	KOG3602	WD40repeat-containingprotein
R	KOG3603	PredictedphospholipaseD
S	KOG3604	Pecanex
R	KOG3605	Betaamyloidprecursor-bindingprotein
T	KOG3606	CellpolarityproteinPAR6
O	KOG3607	MeltrinsfertilinsandrelatedZn-dependentmetalloproteinasesoftheADAMsfamily
R	KOG3608	Znfingerproteins
PT	KOG3609	Receptor-activatedCa2+-permeablecationchannels(STRPCfamily)
T	KOG3610	Plexins(functionalsemaphorinreceptors)
T	KOG3611	Semaphorins
R	KOG3612	PHDZn-fingerprotein
K	KOG3613	Dopeyandrelatedpredictedleucinezippertranscriptionfactors
PT	KOG3614	Ca2+/Mg2+-permeablecationchannels(LTRPCfamily)
S	KOG3615	Uncharacterizedconservedprotein
K	KOG3616	SelectiveLIMbindingfactor
R	KOG3617	WD40andTPRrepeat-containingprotein
R	KOG3618	Adenylylcyclase
C	KOG3619	Adenylate/guanylatecyclase
S	KOG3620	Uncharacterizedconservedprotein
R	KOG3621	WD40repeat-containingprotein
S	KOG3622	Uncharacterizedconservedprotein
K	KOG3623	HomeoboxtranscriptionfactorSIP1
E	KOG3624	M13familypeptidase
G	KOG3625	Alphaamylase
Q	KOG3626	Organicaniontransporter
E	KOG3627	Trypsin
R	KOG3628	PredictedAMP-bindingprotein
T	KOG3629	Guanine-nucleotidereleasingfactor
YU	KOG3630	NuclearporecomplexNup214/CANcomponent
Z	KOG3631	Alpha-parvinandrelatedfocaladhesionproteins
TZ	KOG3632	PeripheralbenzodiazepinereceptorPRAX-1
O	KOG3633	BAGfamilymolecularchaperoneregulator2
Z	KOG3634	Troponin
G	KOG3635	Phosphorylasekinase
R	KOG3636	UncharacterizedconservedproteincontainsTBCandRhodanesedomains
W	KOG3637	Vitronectinreceptoralphasubunit
T	KOG3638	Sonichedgehogandrelatedproteins
R	KOG3639	C2Ca2+-bindingmotif-containingprotein
DZ	KOG3640	ActinbindingproteinAnillin
E	KOG3641	Zinccarboxypeptidase
T	KOG3642	GABAreceptor
T	KOG3643	GABAreceptor
T	KOG3644	Ligand-gatedionchannel
T	KOG3645	Acetylcholinereceptor
U	KOG3646	Acetylcholinereceptor
R	KOG3647	Predictedcoiled-coilprotein
U	KOG3648	Golgiapparatusprotein(cysteine-richfibroblastgrowthfactorreceptor)
R	KOG3649	FOG:Kazal-typeserineproteaseinhibitordomain
R	KOG3650	Predictedcoiled-coilprotein
T	KOG3651	ProteinkinaseCalphabindingprotein
S	KOG3652	Uncharacterizedconservedprotein
T	KOG3653	Transforminggrowthfactorbeta/activinreceptorsubfamilyofserine/threoninekinases
Z	KOG3654	UncharacterizedCHdomainprotein
Z	KOG3655	Drebrinsandrelatedactinbindingproteins
R	KOG3656	FOG:7transmembranereceptor
L	KOG3657	MitochondrialDNApolymerasegammacatalyticsubunit
W	KOG3658	Tumornecrosisfactor-alpha-convertingenzyme(TACE/ADAM17)andrelatedmetalloproteases
T	KOG3659	Sodium-neurotransmittersymporter
T	KOG3660	Sodium-neurotransmittersymporter
S	KOG3661	Uncharacterizedconservedprotein
L	KOG3662	Celldivisioncontrolprotein/predictedDNArepairexonuclease
K	KOG3663	NuclearfactorI
T	KOG3664	Predictedpatchedtransmembranereceptor
R	KOG3665	ZYG-1-likeserine/threonineproteinkinases
S	KOG3666	Uncharacterizedconservedprotein
KT	KOG3667	STATprotein
IT	KOG3668	Phosphatidylinositoltransferprotein
R	KOG3669	UncharacterizedconservedproteincontainsTECPRandPHdomains
I	KOG3670	Phospholipase
TZ	KOG3671	Actinregulatoryprotein(Wiskott-Aldrichsyndromeprotein)
R	KOG3672	Histidineacidphosphatase
A	KOG3673	FtsJ-likeRNAmethyltransferase
A	KOG3674	FtsJ-likeRNAmethyltransferase
R	KOG3675	DipeptidylpeptidaseIII
PT	KOG3676	Ca2+-permeablecationchannelOSM-9andrelatedchannels(OTRPCfamily)
JK	KOG3677	RNApolymeraseI-associatedfactor-PAF67
W	KOG3678	SARMprotein(withsterilealphaandarmadillomotifs)
R	KOG3679	Predictedcoiled-coilprotein
S	KOG3680	Uncharacterizedconservedprotein
W	KOG3681	Alpha-catenin
S	KOG3682	Predictedmembraneprotein(associatedwithesophagealcancerinhumans)
S	KOG3683	Uncharacterizedconservedprotein
P	KOG3684	Ca2+-activatedK+channelproteins(intermediate/smallconductanceclasses)
S	KOG3685	Uncharacterizedconservedprotein
T	KOG3686	Rap1-GTPase-activatingprotein(Rap1GAP)
DT	KOG3687	Tuberin-Rap/ran-GTPase-activatingprotein
T	KOG3688	CyclicGMPphosphodiesterase
T	KOG3689	Cyclicnucleotidephosphodiesterase
E	KOG3690	AngiotensinI-convertingenzymes-M2familypeptidases
U	KOG3691	ExocystcomplexsubunitSec8
S	KOG3692	Uncharacterizedconservedprotein
S	KOG3693	Uncharacterizedconservedprotein
D	KOG3694	Proteinrequiredformeiosis
S	KOG3695	Uncharacterizedconservedprotein
O	KOG3696	Aspartylbeta-hydroxylase
T	KOG3697	AdaptorproteinSHCandrelatedproteins
O	KOG3698	Hyaluronoglucosaminidase
TZ	KOG3699	CytoskeletalproteinAdducin
R	KOG3700	Predictedacyltransferase
TK	KOG3701	TGFbetareceptorsignalingproteinSMADandrelatedproteins
A	KOG3702	NuclearpolyadenylatedRNAbindingprotein
O	KOG3703	HeparansulfateN-deacetylase/N-sulfotransferase
O	KOG3704	HeparansulfateD-glucosaminyl3-O-sulfotransferase
O	KOG3705	Glycoprotein6-alpha-L-fucosyltransferase
S	KOG3706	Uncharacterizedconservedprotein
S	KOG3707	Uncharacterizedconservedprotein
S	KOG3708	Uncharacterizedconservedprotein
U	KOG3709	PACS-1cytosolicsortingprotein
T	KOG3710	EGL-Nine(EGLN)protein
S	KOG3711	Uncharacterizedconservedprotein
K	KOG3712	RFXfamilytranscriptionfactor
P	KOG3713	Voltage-gatedK+channelKCNB/KCNC
O	KOG3714	MeprinAmetalloprotease
UE	KOG3715	LST7aminoacidpermeaseGolgitransportprotein
I	KOG3716	CarnitineO-acyltransferaseCPTI
I	KOG3717	CarnitineO-acyltransferaseCRAT
I	KOG3718	CarnitineO-acyltransferaseCROT
I	KOG3719	CarnitineO-acyltransferaseCPT2/YAT1
I	KOG3720	Lysosomal&prostaticacidphosphatases
F	KOG3721	Mitochondrialendonuclease
V	KOG3722	Lipocalin-interactingmembranereceptor(LIMR)
T	KOG3723	PHdomainproteinMelted
U	KOG3724	NegativeregulatorofCOPIIvesicleformation
T	KOG3725	SH3domainproteinSH3GLB
S	KOG3726	Uncharacterizedconservedprotein
D	KOG3727	Mitogeninduciblegeneproduct(containsERMandPHdomains)
F	KOG3728	Uridinephosphorylase
I	KOG3729	Mitochondrialglycerol-3-phosphateacyltransferaseGPAT
I	KOG3730	Acyl-CoA:dihydroxyactetone-phosphateacyltransferaseDHAPAT
G	KOG3731	Sulfatases
UK	KOG3732	Staufenandrelateddouble-stranded-RNA-bindingproteins
P	KOG3733	Mucolipidinandrelatedproteins(TRMLsubfamilyoftransientreceptorpotentialproteins)
G	KOG3734	Predictedphosphoglyceratemutase
Z	KOG3735	Tropomodulinandleiomodulin
O	KOG3736	PolypeptideN-acetylgalactosaminyltransferase
O	KOG3737	PredictedpolypeptideN-acetylgalactosaminyltransferase
O	KOG3738	PredictedpolypeptideN-acetylgalactosaminyltransferase
T	KOG3739	Stress-activatedMAPkinase-interactingproteinSin1p
S	KOG3740	Uncharacterizedconservedprotein
A	KOG3741	Poly(A)ribonucleasesubunit
G	KOG3742	Glycogensynthase
K	KOG3743	Recombinationsignalbindingprotein-Jkappa(CBF1Su(H)HS2NF5)
S	KOG3744	Uncharacterizedconservedprotein
U	KOG3745	Exocystsubunit-Sec10p
S	KOG3746	Uncharacterizedconservedprotein
FP	KOG3747	ConcentrativeNa+-nucleosidecotransporterCNT1/CNT2
S	KOG3748	Uncharacterizedconservedprotein
C	KOG3749	Phosphoenolpyruvatecarboxykinase
I	KOG3750	InositolphospholipidsynthesisproteinScs3p
T	KOG3751	Growthfactorreceptor-boundproteins(GRB7GRB10GRB14)
L	KOG3752	RibonucleaseH
T	KOG3753	Circadianclockproteinperiod
H	KOG3754	Gamma-glutamylcysteinesynthetase
K	KOG3755	SATB1matrixattachmentregionbindingprotein
Z	KOG3756	Pinin(desmosome-associatedprotein)
DZ	KOG3757	MicrotubuleassemblyproteinDoublecortinandrelatcontainDCXdomain
S	KOG3758	Uncharacterizedconservedprotein
T	KOG3759	UncharacterizedRUNdomainprotein
G	KOG3760	Heparansulfate-glucuronicacidC5-epimerase
I	KOG3761	Cholinetransporter
R	KOG3762	Predictedtransporter
A	KOG3763	mRNAexportfactorTAP/MEX67
U	KOG3764	Vesicularaminetransporter
G	KOG3765	Predictedglycosyltransferase
K	KOG3766	PolycombgroupproteinSCM/L(3)MBT(tumor-supressorinDrosophilaandhumans)
R	KOG3767	Sideroflexin
R	KOG3768	DEADboxRNAhelicase
J	KOG3769	RibonucleaseIIIdomainproteins
I	KOG3770	AcidsphingomyelinaseandPHM5phosphatemetabolismprotein
U	KOG3771	Amphiphysin
D	KOG3772	M-phaseinducerphosphatase
U	KOG3773	"Adiponutrinandrelatedvesiculartransportproteins;predictedalpha/betahydrolase"
T	KOG3774	UncharacterizedconservedproteinLama
T	KOG3775	Mitogen-activatedproteinkinasescaffoldproteinJIP
T	KOG3776	PlasmamembraneglycoproteinCD36andrelatedmembranereceptors
S	KOG3777	Uncharacterizedconservedprotein
S	KOG3778	Uncharacterizedconservedprotein
K	KOG3779	Homeoboxtranscriptionfactorprospero
R	KOG3780	ThioredoxinbindingproteinTBP-2/VDUP1
W	KOG3781	Dystroglycan
R	KOG3782	PredictedmembraneproteincontainstypeIISAsequence
S	KOG3783	Uncharacterizedconservedprotein
RTU	KOG3784	SortingnexinproteinSNX27
S	KOG3785	Uncharacterizedconservedprotein
K	KOG3786	RNApolymeraseIIassessoryfactorCdc73p
E	KOG3787	Glutamate/aspartateandneutralaminoacidtransporters
P	KOG3788	Predicteddivalentcationtransporter
P	KOG3789	NitrogenpermeaseregulatorNLRG/NPR2
S	KOG3790	Uncharacterizedconservedprotein
JT	KOG3791	PredictedRNA-bindingproteininvolvedintranslationalregulation
R	KOG3792	TranscriptionfactorNFATsubunitNF90
K	KOG3793	TranscriptionfactorNFATsubunitNF45
K	KOG3794	CBF1-interactingcorepressorCIRandrelatedproteins
S	KOG3795	Uncharacterizedconservedprotein
UR	KOG3796	AmmoniumtransporterRHBG
T	KOG3797	Peripheral-typebenzodiazepinereceptorandrelatedproteins
R	KOG3798	PredictedZn-dependenthydrolase(beta-lactamasesuperfamily)
U	KOG3799	Rab3effectorRIM1andrelatedproteinscontainRab3abindingdomain
O	KOG3800	PredictedE3ubiquitinligasecontainingRINGfingesubunitoftranscription/repairfactorTFIIHandCDK-activatingkinaseassemblyfactor
A	KOG3801	UncharacterizedconservedproteinBCN92
K	KOG3802	Transcriptionfactor39355containsPOUandHOXdomains
K	KOG3803	TranscriptionfactorcontainingC2HCtypeZnfinger
K	KOG3804	TranscriptionfactorNERFandrelatedproteinscontainETSdomain
K	KOG3805	ERGandrelatedETStranscriptionfactors
K	KOG3806	Predictedtranscriptionfactor
R	KOG3807	PredictedmembraneproteinST7(tumorsuppressorinhumans)
S	KOG3808	Uncharacterizedconservedprotein
Z	KOG3809	Microtubule-bindingproteinMIP-T3
H	KOG3810	Micronutrienttransporters(folatetransporterfamily)
K	KOG3811	TranscriptionfactorAP-2
PT	KOG3812	L-typevoltage-dependentCa2+channelbetasubunit
R	KOG3813	Uncharacterizedconservedprotein(tumor-suppressorAXUD1inhumans)
T	KOG3814	Signalingproteinvangogh/strabismus
K	KOG3815	TranscriptionfactorDoublesex
T	KOG3816	CelldifferentiationregulatoroftheHeadcasefamily
S	KOG3817	Uncharacterizedconservedprotein
L	KOG3818	DNApolymeraseepsilonsubunitB
S	KOG3819	Uncharacterizedconservedproteins(Hepatitisdeltaantigen-interactingproteinA)
E	KOG3820	Aromaticaminoacidhydroxylase
T	KOG3821	Heparinsulfatecellsurfaceproteoglycan
C	KOG3822	Succinyl-CoA:alpha-ketoacid-CoAtransferase
S	KOG3823	Uncharacterizedconservedprotein
R	KOG3824	HuntingtininteractingproteinHYPE
L	KOG3825	DeoxyribonucleaseII
P	KOG3826	Na+/H+antiporter
P	KOG3827	InwardrectifierK+channel
S	KOG3828	Uncharacterizedconservedprotein
S	KOG3829	Uncharacterizedconservedprotein
S	KOG3830	Uncharacterizedconservedprotein
S	KOG3831	Uncharacterizedconservedprotein
R	KOG3832	Predictedaminoacidtransporter
S	KOG3833	UncharacterizedconservedproteincontainsRtcBdomain
U	KOG3834	GolgireassemblystackingproteinGRASP65containsPDZdomain
K	KOG3835	TranscriptionalcorepressorNAB1
K	KOG3836	HLHtranscriptionfactorEBF/Olf-1andrelatedDNAbindingproteins
R	KOG3837	UncharacterizedconservedproteincontainsDM14andC2domains
U	KOG3838	MannoselectinERGIC-53involvedinglycoproteintraffic
U	KOG3839	LectinVIP36involvedinthetransportofglycoproteinscarryinghighmannose-typeglycans
R	KOG3840	UncharaterizedconservedproteincontainsBTB/POZdomain
K	KOG3841	TEF-1andrelatedtranscriptionfactorTEADfamily
T	KOG3842	AdaptorproteinPellino
J	KOG3843	PredictedserinehydroxymethyltransferaseSLA/LP(autoimmunehepatitismarkerinhumans)
B	KOG3844	PredictedcomponentofNuA3histoneacetyltransferasecomplex
I	KOG3845	MLNSTARandrelatedlipid-bindingproteins
E	KOG3846	L-kynureninehydrolase
I	KOG3847	PhospholipaseA2(platelet-activatingfactoracetylhydrolaseinhumans)
W	KOG3848	ExtracellularproteinTEM7containsPSIdomain(tumorendothelialmarkerinhumans)
O	KOG3849	GDP-fucoseproteinO-fucosyltransferase
S	KOG3850	Predictedmembraneprotein
C	KOG3851	Sulfide:quinoneoxidoreductase/flavo-bindingprotein
S	KOG3852	Uncharacterizedconservedprotein
T	KOG3853	Inositolmonophosphatase
S	KOG3854	SPRT-likemetalloprotease
HC	KOG3855	MonooxygenaseinvolvedincoenzymeQ(ubiquinone)biosynthesis
S	KOG3856	Uncharacterizedconservedprotein
C	KOG3857	AlcoholdehydrogenaseclassIV
T	KOG3858	EphrinligandforEphreceptortyrosinekinase
D	KOG3859	Septins(P-loopGTPases)
T	KOG3860	AcyltransferaserequiredforpalmitoylationofHedgehog(Hh)familyofsecretedsignalingproteins
W	KOG3861	Sensoryciliaassemblyprotein
K	KOG3862	TranscriptionfactorPAX2/5/8containsPAXdomain
K	KOG3863	bZIPtranscriptionfactorNRF1
S	KOG3864	Uncharacterizedconservedprotein
T	KOG3865	Arrestin
R	KOG3866	DNA-bindingproteinofthenucleobindinfamily
R	KOG3867	Sulfatase
C	KOG3868	VacuolarH+-ATPaseV0sectoraccessorysubunitS1(Ac45)
S	KOG3869	Uncharacterizedconservedprotein
S	KOG3870	Uncharacterizedconservedprotein
W	KOG3871	Celladhesioncomplexproteinbystin
T	KOG3872	FOG:FHAdomain
T	KOG3873	Sphingomyelinasefamilyprotein
S	KOG3874	Uncharacterizedconservedprotein
U	KOG3875	Peroxisomalbiogenesisproteinperoxin
T	KOG3876	Arfaptinandrelatedproteins
C	KOG3877	NADH:ubiquinoneoxidoreductaseNDUFA10/42kDasubunit
U	KOG3878	ProteininvolvedinmaintenanceofGolgistructureandER-Golgitransport
S	KOG3879	Predictedmembraneprotein
R	KOG3880	PredictedsmallmoleculetransporterinvolvedincellularpHhomeostasis(Battendiseaseproteininhuman)
S	KOG3881	Uncharacterizedconservedprotein
R	KOG3882	Tetraspaninfamilyintegralmembraneprotein
T	KOG3883	RasfamilysmallGTPase
T	KOG3884	Neuralproliferationdifferentiationandcontrolprotein
T	KOG3885	Fibroblastgrowthfactor
T	KOG3886	GTP-bindingprotein
U	KOG3887	PredictedsmallGTPaseinvolvedinnuclearproteinimport
I	KOG3888	Gamma-butyrobetaine2-oxoglutaratedioxygenase
I	KOG3889	Predictedgamma-butyrobetaine2-oxoglutaratedioxygenase
J	KOG3890	Mitochondrial28SribosomalproteinS22
TU	KOG3891	Secretoryvesicle-associatedproteinICA69containsArfaptindomain
G	KOG3892	N-acetyl-glucosamine-6-phosphatedeacetylase
G	KOG3893	Mannosyltransferase
U	KOG3894	SNAREproteinSyntaxin18/UFE1
TU	KOG3895	SynapticvesicleproteinSynapsin
N	KOG3896	Dynactinsubunitp62
S	KOG3897	ConservedproteinKnockout
K	KOG3898	TranscriptionfactorNeuroDandrelatedHTHproteins
S	KOG3899	Uncharacterizedconservedprotein
T	KOG3900	Transforminggrowthfactorbetabonemorphogeneticproteinandrelatedproteins
K	KOG3901	TranscriptioninitiationfactorIIDsubunit
K	KOG3902	HistoneacetyltransferasePCAF/SAGAsubunitSUPT3H/SPT3
D	KOG3903	MitoticcheckpointproteinPRCC
S	KOG3904	PredictedhydrolaseRP2(NUDIX/MutTsuperfamily)
N	KOG3905	Dyneinlightintermediatechain
E	KOG3906	Tryptophan23-dioxygenase
U	KOG3907	ZIP-likezinctransporterproteins
A	KOG3908	Queuine-tRNAribosyltransferase
A	KOG3909	Queuine-tRNAribosyltransferase
K	KOG3910	Helixloophelixtranscriptionfactor
A	KOG3911	NucleolarproteinNOP52/RRP1
R	KOG3912	Predictedintegralmembraneprotein
T	KOG3913	Wntfamilyofdevelopmentalregulators
S	KOG3914	WDrepeatproteinWDR4
K	KOG3915	TranscriptionregulatordachshundcontainsSKI/SNOdomain
G	KOG3916	UDP-Gal:glucosylceramidebeta-14-galactosyltransferase
G	KOG3917	Beta-14-galactosyltransferaseB4GALT7/SQV-3
S	KOG3918	Predictedmembraneprotein
U	KOG3919	Kinesin-associatedfasciculationandelongationproteininvolvedinaxonaltransport
R	KOG3920	UncharacterizedconservedproteincontainsPAdomain
S	KOG3921	Uncharacterizedconservedprotein
O	KOG3922	Sulfotransferases
E	KOG3923	D-aspartateoxidase
DK	KOG3924	Putativeproteinmethyltransferaseinvolvedinmeiosisandtranscriptionalsilencing(Dot1)
S	KOG3925	Uncharacterizedconservedprotein
E	KOG3926	F-boxproteins
P	KOG3927	Na+/K+ATPasebetasubunit
J	KOG3928	MitochondrialribosomesmallsubunitcomponentmediatorofapoptosisDAP3
S	KOG3929	Uncharacterizedconservedprotein
S	KOG3930	Uncharacterizedconservedprotein
S	KOG3931	Uncharacterizedconservedprotein
D	KOG3932	CDK5kinaseactivatorp35/Nck5a
J	KOG3933	MitochondrialribosomalproteinS28
A	KOG3934	HistonemRNAstem-loopbindingprotein
G	KOG3935	Predictedglyceratekinase
C	KOG3936	Nitroreductases
A	KOG3937	mRNAsplicingfactor
TU	KOG3938	RGS-GAIPinteractingproteinGIPCcontainsPDZdomain
T	KOG3939	Selenophosphatesynthetase
S	KOG3940	Uncharacterizedconservedprotein
T	KOG3941	IntermediateinTollsignaltransductionpathway(ECSIT)
J	KOG3942	MIF4Gdomain-containingprotein
R	KOG3943	THUMPdomain-containingproteins
S	KOG3944	Uncharacterizedconservedprotein
S	KOG3945	Uncharacterizedconservedprotein
O	KOG3946	Glutaminylcyclase
R	KOG3947	Phosphoesterases
A	KOG3948	MediatorofUsnRNAnuclearexportPHAX
BK	KOG3949	RNApolymeraseIIelongatorcomplexsubunitELP4
Z	KOG3950	Gamma/deltasarcoglycan
S	KOG3951	Uncharacterizedconservedprotein
S	KOG3952	Uncharacterizedconservedprotein
R	KOG3953	SOCSboxproteinSSB-1containsSPRYdomain
C	KOG3954	Electrontransferflavoproteinalphasubunit
MG	KOG3955	Heparansulfate6-O-sulfotransferase
OUTIV	KOG3956	Alpha2-macroglobulinreceptor-associatedprotein
I	KOG3957	PredictedL-carnitinedehydratase/alpha-methylacyl-CoAracemase
Z	KOG3958	Putativedynamitin
R	KOG3959	2-Oxoglutarate-andiron-dependentdioxygenase-relatedproteins
K	KOG3960	Myogenichelix-loop-helixtranscriptionfactor
S	KOG3961	Uncharacterizedconservedprotein
Z	KOG3962	Predictedactin-bundlingprotein
T	KOG3963	Mab-21-likecellfatespecificationproteins
I	KOG3964	Phosphatidylglycerolphosphatesynthase
S	KOG3965	Uncharacterizedconservedprotein
TV	KOG3966	p53-mediatedapoptosisproteinEI24/PIG8
S	KOG3967	Uncharacterizedconservedprotein
FQ	KOG3968	Atrazinechlorohydrolase/guaninedeaminase
S	KOG3969	Uncharacterizedconservedprotein
O	KOG3970	PredictedE3ubiquitinligase
T	KOG3971	SAP-90/PSD-95associatedprotein-relatedprotein(Vulcan)
S	KOG3972	Predictedmembraneprotein
S	KOG3973	Uncharacterizedconservedglycine-richprotein
G	KOG3974	Predictedsugarkinase
S	KOG3975	Uncharacterizedconservedprotein
C	KOG3976	MitochondrialF1F0-ATPsynthasesubunitb/ATP4
Z	KOG3977	TroponinI
S	KOG3978	Predictedmembraneprotein
T	KOG3979	FGFreceptoractivatingprotein1
A	KOG3980	RNA3'-terminalphosphatecyclase
F	KOG3981	Deoxyribose-phosphatealdolase
K	KOG3982	Runtandrelatedtranscriptionfactors
U	KOG3983	Golgiprotein
F	KOG3984	Purinenucleosidephosphorylase
F	KOG3985	MethylthioadenosinephosphorylaseMTAP
OT	KOG3986	ProteinphosphataseregulatorysubunitPPP1R3C/D
S	KOG3987	UncharacterizedconservedproteinDREV/CGI-81
O	KOG3988	Protein-tyrosinesulfotransferaseTPST1/TPST2
W	KOG3989	Beta-2-glycoproteinI
S	KOG3990	Uncharacterizedconservedprotein
S	KOG3991	Uncharacterizedconservedprotein
S	KOG3992	Uncharacterizedconservedprotein
K	KOG3993	Transcriptionfactor(containsZnfinger)
S	KOG3994	Uncharacterizedconservedprotein
E	KOG3995	3-hydroxyanthranilateoxygenaseHAAO
CO	KOG3996	Holocytochromecsynthase/heme-lyase
L	KOG3997	Majorapurinic/apyrimidinicendonuclease/3'-repairdiesteraseAPN1
U	KOG3998	PutativecargotransportproteinERV29
DL	KOG3999	Checkpoint35673complexHUS1component
S	KOG4000	Uncharacterizedconservedprotein
Z	KOG4001	Axonemaldyneinlightchain
S	KOG4002	Uncharacterizedintegralmembraneprotein
V	KOG4003	Pyrazinamidase/nicotinamidasePNC1
W	KOG4004	MatricellularproteinOsteonectin/SPARC/BM-40
K	KOG4005	TranscriptionfactorXBP-1
TR	KOG4006	Anti-proliferationfactorBTG1/TOB
S	KOG4007	Uncharacterizedconservedprotein
A	KOG4008	rRNAprocessingproteinRRP7
C	KOG4009	NADH-ubiquinoneoxidoreductasesubunitNDUFB10/PDSW
R	KOG4010	Coiled-coilproteinTPD52
K	KOG4011	TranscriptioninitiationfactorTFIIDsubunitTAF7
B	KOG4012	HistoneH1
P	KOG4013	PredictedCu2+homeostasisproteinCutC
S	KOG4014	Uncharacterizedconservedprotein(containsTPRrepeat)
I	KOG4015	Fattyacid-bindingproteinFABP
TU	KOG4016	SynapticvesicleproteinSynaptogyrininvolvedinregulationofCa2+-dependentexocytosis
L	KOG4017	DNAexcisionrepairproteinXPA/XPAC/RAD14
S	KOG4018	UncharacterizedconservedproteincontainsRWDdomain
TR	KOG4019	Calcineurin-mediatedsignalingpathwayinhibitorDSCR1
S	KOG4020	ProteinDRE2requiredforcellviability
J	KOG4021	MitochondrialribosomalproteinS18b
E	KOG4022	DihydropteridinereductaseDHPR/QDPR
S	KOG4023	Uncharacterizedconservedprotein
V	KOG4024	Complementcomponent1QsubcompsubunitP32
S	KOG4025	Putativeapoptosisrelatedprotein
S	KOG4026	Uncharacterizedconservedprotein
S	KOG4027	Uncharacterizedconservedprotein
S	KOG4028	Uncharacterizedconservedprotein
K	KOG4029	TranscriptionfactorHAND2/TranscriptionfactorTAL1/TAL2/LYL1
S	KOG4030	UncharacterizedconservedproteincontainsSPRYdomain
U	KOG4031	Vesiclecoatproteinclathrinlightchain
S	KOG4032	Uncharacterizedconservedprotein
S	KOG4033	Uncharacterizedconservedprotein
S	KOG4034	UncharacterizedconservedproteinNOF(NeighborofFAU)
TZ	KOG4035	CoeffectorofmDiaRhoGTPaseregulatesactinpolymerizationandcelladhesionturnover
S	KOG4036	Uncharacterizedconservedprotein
UT	KOG4037	PhotoreceptorsynapticvesicleproteinHRG4/UNC-119
T	KOG4038	cGMP-phosphodiesterasedeltasubunit
T	KOG4039	Serine/threoninekinaseTIP30/CC3
C	KOG4040	NADH:ubiquinoneoxidoreductaseNDUFB8/ASHIsubunit
OT	KOG4041	Proteinphosphatase1regulatory(inhibitor)subunitPPP1R2
UZ	KOG4042	Dynactinsubunitp27/WS-3involvedintransportoforganellesalongmicrotubules
S	KOG4043	Uncharacterizedconservedprotein
R	KOG4044	Mitochondrialassociatedendoribonuclease39141(isochorismatasesuperfamily)
S	KOG4045	Uncharacterizedconservedprotein
A	KOG4046	RNaseMRPandPsubunitPOP4/p29
T	KOG4047	Dockingprotein1(p62dok)
S	KOG4048	Uncharacterizedconservedprotein
S	KOG4049	Proliferation-relatedproteinMLF
